station,n_departures,avg_daily_departures,n_arrivals,avg_daily_arrivals,departure_arrival_ratio,n_destinations,n_origins,mean_duration,median_duration,std_duration,weekend_ratio,morning_rush_ratio,evening_rush_ratio,night_ratio
1209,13131,36.074175824175825,12971,35.63461538461539,1.012335209313083,620,605,1294513.7070291676,586470.0,26247559.39681598,0.20417333028710685,0.1956438961236768,0.2573299824841977,0.02200898636813647
1051,12140,33.35164835164835,11464,31.494505494505493,1.0589672016748082,578,578,1218346.628088962,658001.5,20083798.17343007,0.25222405271828663,0.335831960461285,0.171169686985173,0.012602965403624383
1072,53880,148.4297520661157,50563,140.06371191135733,1.0656013290350652,696,643,1030787.9266703787,724913.5,42770017.7842216,0.036748329621380846,0.7457869339272457,0.03973645137342242,0.006198960653303638
3430,15399,42.30494505494506,15450,42.44505494505494,0.9966990291262136,649,627,1753781.701798818,747789.0,30588825.208121967,0.2580687057601143,0.16358205078251833,0.23754789272030652,0.03896356906292616
1063,5671,17.237082066869302,7321,21.984984984984983,0.7746209534216637,577,576,971151.6864750485,723206.0,3418792.595204316,0.057661788044436606,0.05819079527420208,0.4577675894903897,0.007758772703226944
10623,4700,12.912087912087912,4719,12.92876712328767,0.9959737232464505,555,554,1283220.539787234,730281.5,11364755.487982184,0.17425531914893616,0.18127659574468086,0.3059574468085106,0.01276595744680851
200047,9555,26.25,9185,25.233516483516482,1.04028307022319,468,465,1538537.336577708,574064.0,31981476.064517654,0.2718995290423862,0.1945578231292517,0.22344322344322345,0.04866562009419152
1066,5529,15.231404958677686,4798,13.145205479452056,1.1523551479783243,495,508,1080413.4393199494,714411.0,9940784.236430017,0.20293000542593598,0.23874118285404233,0.1826731777898354,0.04702477844094773
3421,7125,19.574175824175825,7024,19.296703296703296,1.014379271070615,641,617,1784941.1939649123,705317.0,32461895.607608348,0.16547368421052633,0.13108771929824561,0.3167719298245614,0.022035087719298244
200175,7259,19.942307692307693,6915,18.997252747252748,1.0497469269703543,549,553,1302434.4891858383,990506.0,8917126.797768472,0.20898195343711254,0.45460807273729165,0.15126050420168066,0.020250723240115717
1081,16737,45.98076923076923,16796,46.142857142857146,0.9964872588711599,687,675,1122622.8441178228,669543.0,15518130.77602851,0.29449722172432335,0.17314930991217065,0.2355858278066559,0.02025452590069905
300051,10405,28.585164835164836,10345,28.42032967032967,1.0057999033349445,515,543,1338546.5199423353,876639.0,12514616.88940829,0.24171071600192215,0.3592503604036521,0.1715521383950024,0.017107160019221527
1075,42737,117.08767123287672,36931,101.73829201101928,1.1572120982372534,773,772,3657605.184547348,1434623.0,77537362.73668274,0.38201090390060133,0.059714065095818614,0.2703512179142195,0.009733954184898332
0,0,0.0,607,0.0,0.0,0,354,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200163,15608,42.879120879120876,17593,48.332417582417584,0.887171033933951,607,629,2749718.079382368,1086928.0,79708739.06526977,0.22046386468477705,0.051832393644284984,0.4668759610456176,0.044079958995386984
1054,9021,24.85123966942149,7098,19.5,1.2709213863060016,575,535,1028691.3259062188,704710.0,11973446.801387675,0.19942356723201418,0.2950892362265824,0.2136126815208957,0.04411927724199091
1212,3125,22.977941176470587,3180,23.38235294117647,0.9827044025157232,520,512,1504617.88864,814373.0,16514273.717789192,0.16448,0.40128,0.1648,0.02976
300054,9296,25.53846153846154,9019,24.77747252747253,1.0307129393502605,490,513,1292160.545288296,803231.0,25898240.55241927,0.2575301204819277,0.32282702237521516,0.16135972461273665,0.04475043029259897
200032,8824,24.24175824175824,8707,23.854794520547944,1.0134374641093373,640,641,1759213.5821622848,827836.0,35895936.48898194,0.2403671804170444,0.3135766092475068,0.20330915684496828,0.023345421577515867
300042,4872,13.384615384615385,4686,12.909090909090908,1.0396927016645328,388,445,1383428.308497537,798962.0,8258598.602304814,0.23973727422003285,0.27586206896551724,0.2272167487684729,0.022372742200328408
200172,9583,26.326923076923077,9295,25.535714285714285,1.0309844002151693,525,524,1161719.6907022854,518637.0,12034727.174812747,0.23792131900240007,0.19597203380987166,0.25075654805384534,0.022122508608995096
300203,9367,25.663013698630138,9444,25.873972602739727,0.9918466751376536,705,656,2307235.655492687,827917.0,72551965.9279085,0.17657734600192165,0.3287071634461407,0.18031386783388492,0.06939254830788939
1200,11283,30.997252747252748,11301,31.046703296703296,0.9984072205999469,655,640,1799223.2059735886,619550.0,31177171.097443182,0.24550208277940264,0.21643180005317736,0.19560400602676592,0.07506868740583178
300060,10224,28.8,9746,27.376404494382022,1.0490457623640468,564,627,1278847.681044601,805042.5,12108058.641857231,0.268877151799687,0.30672926447574334,0.18945618153364632,0.028560250391236306
200178,11820,32.472527472527474,12635,34.90331491712707,0.9354966363276612,714,717,2409155.660744501,1135661.5,59769702.35918985,0.25524534686971234,0.08781725888324873,0.29974619289340104,0.01751269035532995
1194,7237,19.88186813186813,7294,20.03846153846154,0.992185357828352,644,606,1449206.8851734144,886669.0,9308704.252254022,0.2470637004283543,0.14287688268619594,0.24360923034406523,0.04587536271935885
300057,6033,16.665745856353592,5677,15.682320441988951,1.0627091773824202,508,490,1509253.4200232057,1045782.0,11396675.772637764,0.3252113376429637,0.254931211669153,0.18846345101939332,0.03878667329686723
200050,4406,12.07123287671233,4456,12.275482093663912,0.9887791741472173,355,410,1340072.3819791195,932564.0,6022050.315796379,0.3129822968679074,0.16976849750340445,0.2498865183840218,0.03404448479346346
200056,5445,14.958791208791208,5517,15.156593406593407,0.9869494290375204,544,523,1023722.270523416,763556.0,2320286.6590826926,0.22589531680440772,0.18824609733700642,0.23911845730027548,0.0216712580348944
1203,22577,61.85479452054795,19980,54.89010989010989,1.12997997997998,715,685,1481060.9789165966,868340.0,38106758.8725645,0.1757540860167427,0.32068033839748417,0.24414226868051556,0.012269123444213137
300200,8890,24.490358126721762,8885,24.47658402203857,1.0005627462014632,373,409,3096122.7868391452,1196664.5,41894416.190235294,0.3597300337457818,0.2109111361079865,0.21214848143982,0.01687289088863892
200160,3735,10.260989010989011,3674,10.065753424657535,1.0166031573217202,300,337,1830431.6725568941,1105644.0,19379120.775243387,0.30843373493975906,0.2886211512717537,0.16680053547523427,0.02998661311914324
3424,11825,32.48626373626374,12160,33.40659340659341,0.9724506578947368,721,734,1183838.727357294,771537.0,11768796.655625844,0.2105708245243129,0.0878646934460888,0.3714164904862579,0.009640591966173362
200035,3710,10.192307692307692,3635,10.041436464088397,1.0206327372764787,347,340,1423091.8752021564,538763.5,16251848.038040923,0.24555256064690026,0.2757412398921833,0.19946091644204852,0.01778975741239892
22178,11163,30.667582417582416,10846,29.796703296703296,1.0292273649271622,411,432,1051708.9194660934,715329.0,3566032.985125837,0.2549493863656723,0.37570545552270895,0.16572605930305473,0.011556033324375168
1057,6704,18.519337016574585,4914,13.574585635359115,1.3642653642653642,568,501,902201.133800716,687549.0,2412314.0225456823,0.1942124105011933,0.3160799522673031,0.18600835322195705,0.016706443914081145
300072,6060,16.694214876033058,5348,14.814404432132964,1.1331338818249812,473,469,877781.7922442245,623175.5,2766258.3155604387,0.2207920792079208,0.30825082508250823,0.18184818481848186,0.016666666666666666
3436,22791,62.441095890410956,23027,63.260989010989015,0.9897511616797672,689,695,995896.3514983985,700606.0,5205207.604690635,0.2603659339212847,0.113114826027818,0.2899390110131192,0.016673248212013513
22166,9767,26.832417582417584,9146,25.126373626373628,1.0678985348786354,522,501,1067322.2855533941,749278.0,4509413.370175726,0.2655882051807106,0.26988839971332035,0.14139449165557488,0.05293334698474455
1060,4310,18.903508771929825,4347,19.06578947368421,0.9914883827927307,560,537,1107824.0257540604,755598.5,5300253.034019023,0.32900232018561487,0.1842227378190255,0.21902552204176334,0.07192575406032482
200169,9506,26.18732782369146,9045,24.917355371900825,1.0509673852957435,558,575,1052313.9130023143,834622.0,1537958.7053863904,0.19882179675994108,0.4057437407952872,0.1476961918788134,0.022827687776141383
200166,8053,22.063013698630137,8599,23.623626373626372,0.9365042446796139,549,572,1663019.9176704334,1083171.0,11268266.699910639,0.24276667080591083,0.2246367813237303,0.23357754873960015,0.029181671426797468
2635,37,5.285714285714286,27,3.857142857142857,1.3703703703703705,19,15,1194839.3513513512,1095576.0,897312.1624856838,0.1891891891891892,0.16216216216216217,0.13513513513513514,0.0
2641,6392,17.95505617977528,5329,15.05367231638418,1.1994745730906362,482,444,1136510.5530350439,590350.5,13623074.671764452,0.2498435544430538,0.32900500625782225,0.18773466833541927,0.034574468085106384
3439,10350,28.434065934065934,9631,26.458791208791208,1.074654760668674,661,628,1124161.6396135266,650643.5,10844226.81754465,0.22801932367149758,0.21565217391304348,0.21990338164251208,0.02502415458937198
3433,12080,33.18681318681319,11670,32.06043956043956,1.035132819194516,599,616,941565.6466059602,569054.5,19479454.271754026,0.1650662251655629,0.2721026490066225,0.26589403973509934,0.01705298013245033
22172,6736,18.505494505494507,6673,18.332417582417584,1.0094410310205304,373,402,1394353.8377375298,928739.5,12092693.876468,0.25905581947743467,0.2663301662707839,0.1656769596199525,0.04453681710213777
1069,3507,10.468656716417911,3500,10.479041916167665,1.002,508,501,1514953.9078984887,966127.0,15284607.278727194,0.19190191046478472,0.15169660678642716,0.2802965497576276,0.037639007698887936
200059,11009,30.244505494505493,11468,31.505494505494507,0.9599755842343913,505,546,1695291.344717958,943387.0,17414805.008229222,0.3022981197202289,0.1748569352348079,0.21582341720410572,0.013171041874829684
200038,12305,33.71232876712329,11394,31.302197802197803,1.0799543619448833,408,437,946932.0097521333,540212.0,14344886.403517429,0.23665176757415685,0.37253149126371393,0.18561560341324665,0.017472572125152377
22181,5442,14.95054945054945,5213,14.321428571428571,1.043928639938615,437,453,950153.9685777287,691598.5,2628961.6613482255,0.22216097023153253,0.2772877618522602,0.20286659316427783,0.03270856302829842
1197,13847,38.04120879120879,15073,41.40934065934066,0.9186625091222717,770,744,1367843.9053946703,987948.0,9528208.475644048,0.2646060518523868,0.026865024915144073,0.40709178883512676,0.024120748176500326
200029,9736,26.747252747252748,9288,25.516483516483518,1.0482342807924203,471,491,1031748.2754724734,751355.5,1816131.8944543358,0.26684470008216926,0.32230895645028756,0.18262119967132293,0.01684470008216927
300045,11156,30.64835164835165,10750,29.532967032967033,1.0377674418604652,571,587,1107610.3614198638,792192.5,2597791.8811634784,0.2740229472929365,0.34035496593761205,0.17577984940839012,0.017031193976335603
200041,7391,20.304945054945055,6885,18.914835164835164,1.0734931009440813,430,448,1238025.5939656338,701778.0,10846609.896734899,0.2715464754431065,0.29535922067379244,0.18197808145041267,0.062237856852929235
1191,11411,31.3489010989011,11540,31.790633608815426,0.9888214904679377,672,666,1259762.1161160283,831680.0,13176717.967276659,0.22723687669792306,0.053632459907107174,0.37858206993252125,0.006309701165542021
3457,8536,23.386301369863013,8921,24.50824175824176,0.9568434032059187,648,637,1593883.7892455482,766731.0,35447249.65576731,0.19154170571696344,0.18181818181818182,0.32872539831302716,0.01429240862230553
