station_number,latitude,longitude,station_name
200041,51.528224,-0.037471,"Antill Road, Mile End"
200254,51.518811,-0.011662,"Teviot Street, Poplar"
200234,51.526041,-0.047218,"Bancroft Road, Bethnal Green"
200030,51.534137,-0.037366,"Driffield Road, Old Ford"
200161,51.525941,-0.036017,"Clinton Road, Mile End"
200160,51.51549,-0.013475,"Langdon Park, Poplar"
200017,51.511654,-0.179668,"Lancaster Gate , Bayswater"
200153,51.496927,-0.2135,"Blythe Road, Olympia"
200143,51.503143,-0.008428,"Lancaster Drive, Blackwall"
200154,51.503802,-0.215808,"Hansard Mews, Holland Park"
200088,51.507326,-0.145827,"Clarges Street, Mayfair"
200010,51.486892,-0.170983,"Manresa Road, Chelsea"
200146,51.508896,-0.012413,"Newby Place, Poplar"
200167,51.530326,-0.042744,"Twig Folly Bridge, Mile End"
200163,51.5034,-0.020242,"Jubilee Plaza, Canary Wharf"
200165,51.528222,-0.069743,"Wellington Row, Bethnal Green"
200159,51.531864,-0.066035,"Goldsmith's Row, Haggerston"
200024,51.53385,-0.06992,"Queensbridge Road, Haggerston"
200239,51.51793,-0.067937,"Old Montague Street, Whitechapel"
200050,51.508981,-0.00699,"Naval Row, Blackwall"
200151,51.531091,-0.075901,"Hoxton Station, Hoxton"
200096,51.506613,-0.142844,"Green Park Station, Mayfair"
200147,51.514115,-0.033828,"Salmon Lane, Limehouse"
200065,51.509591,-0.204666,"Lansdowne Walk, Ladbroke Grove"
200051,51.526153,-0.102208,"Percival Street, Finsbury"
200070,51.539957,-0.145246,"Arlington Road, Camden Town"
200044,51.517428,-0.107987,"New Fetter Lane, Holborn"
200127,51.509474,-0.002275,"East India DLR, Blackwall"
200076,51.498386,-0.107913,"Westminster Bridge Road, Elephant & Castle"
200132,51.49605,-0.104193,"Gaywood  Street, Elephant & Castle"
200102,51.521564,-0.039264,"Harford Street, Mile End"
200066,51.505772,-0.01646,"Import Dock, Canary Wharf"
200149,51.511542,-0.056667,"Watney Street, Shadwell"
200064,51.535678,-0.062546,"Regent's Row , Haggerston"
200078,51.513548,-0.005659,"Aberfeldy Street, Poplar"
200138,51.502661,-0.021596,"Heron Quays DLR, Canary Wharf"
200203,51.51601,-0.0985,"King Edward Street, St Pauls"
200048,51.493978,-0.127554,"Page Street, Westminster"
200111,51.501391,-0.205991,"Abbotsbury Road, Holland Park"
200037,51.518369,-0.043371,"Rectory Square, Stepney"
200074,51.51742,-0.123189,"Bury Place, Holborn"
200232,51.499286,-0.009152,"Preston's Road, Cubitt Town"
200068,51.509943,-0.117619,"Somerset House, Strand"
200135,51.521905,-0.063386,"Selby Street, Whitechapel"
200110,51.51616,-0.18697,"Bishop's Bridge Road West, Bayswater"
200248,51.53213,-0.08299,"Pitfield Street Central, Hoxton"
200099,51.503083,-0.017676,"Upper Bank Street, Canary Wharf"
200061,51.506256,-0.218337,"Westfield Southern Terrace ,Shepherd's Bush"
200026,51.539099,-0.141728,"Greenland Road, Camden Town"
200001,51.485587,-0.18119,"Limerston Street, West Chelsea"
200246,51.53356,-0.09315,"Eagle Wharf Road, Hoxton"
200109,51.497304,-0.022793,"Alpha Grove, Millwall"
200247,51.528869,-0.047548,"Globe Town Market, Bethnal Green"
200244,51.527607,-0.057133,"Hollybush Gardens, Bethnal Green"
200128,51.511246,-0.093051,"Queen Street 2, Bank"
200084,51.486929,-0.102996,"Doddington Grove, Kennington"
200005,51.519167,-0.147983,"New Cavendish Street, Marylebone"
200231,51.49764,-0.125972,"Abingdon Green, Westminster"
200086,51.51244,-0.19096,"Ilchester Gardens, Bayswater"
200092,51.490645,-0.014582,"Mudchute DLR, Cubitt Town"
200101,51.50964,-0.08497,"Monument Street, Monument"
200071,51.52959,-0.0801,"Hoxton Street, Hoxton"
200060,51.487196,-0.179369,"Drayton Gardens, West Chelsea"
200236,51.53256,-0.16862,"Greenberry Street, St.John's Wood"
200227,51.506093,-0.224223,"Westfield Library Corner, Shepherd's Bush"
200108,51.5171,-0.18377,"Bishop's Bridge Road East, Bayswater"
200058,51.531066,-0.11934,"Northdown Street, King's Cross"
200226,51.513875,-0.117774,"Kingsway Southbound, Strand"
200142,51.493267,-0.21985,"Hammersmith Road, Hammersmith"
200237,51.472817,-0.199783,"Parson's Green , Parson's Green"
200229,51.473471,-0.20782,"Fulham Park Road, Fulham"
200166,51.494499,-0.228188,"Southerton Road, Hammersmith"
200235,51.485743,-0.223616,"Manbre Road, Hammersmith"
200133,51.481747,-0.124642,"South Lambeth Road, Vauxhall"
200211,51.472993,-0.133972,"Union Grove, Wandsworth Road"
200137,51.477839,-0.116493,"Caldwell Street, Stockwell"
200195,51.538792,-0.138535,"St Martins Close, Camden Town"
200198,51.520331,-0.163667,"Seymour Place, Marylebone"
200218,51.504199,-0.210941,"Addison Road, Holland Park"
200125,51.468814,-0.210279,"Putney Bridge Station, Fulham"
200224,51.491093,-0.216493,"Colet Gardens, Hammersmith"
200208,51.465123,-0.157788,"Sugden Road, Clapham"
200222,51.482567,-0.172078,"Danvers Street, West Chelsea"
200067,51.506465,-0.208486,"Princedale Road , Holland Park"
200175,51.469259,-0.141812,"Wandsworth Rd, Isley Court, Wandsworth Road"
200214,51.504038,-0.2174,"Woodstock Grove, Shepherd's Bush"
200029,51.476885,-0.215895,"Finlay Street, Fulham"
200098,51.481021,-0.209973,"Aintree Street, Fulham"
200028,51.471079,-0.207842,"Elysium Place, Fulham"
300003,51.476259,-0.193254,"Eel Brook Common, Walham Green"
300012,51.473763,-0.19701,"Irene Road, Parsons Green"
300010,51.47518,-0.16716,"Surrey Lane, Battersea"
200091,51.460864,-0.187427,"Wandsworth Town Station, Wandsworth"
200172,51.507481,-0.205535,"Lansdowne Road, Ladbroke Grove"
200186,51.46193,-0.180791,"Nantes Close, Wandsworth"
200173,51.472918,-0.132102,"Courland Grove, Wandsworth Road"
200190,51.477619,-0.149551,"Queen's Circus, Battersea Park"
300008,51.484386,-0.204815,"Normand Park, West Kensington"
200007,51.46879,-0.15823,"Holden Street, Battersea"
200062,51.468819,-0.184318,"William Morris Way, Sands End"
200187,51.459953,-0.190184,"Morie Street, Wandsworth"
200194,51.470732,-0.126994,"Clarence Walk, Stockwell"
200183,51.479501,-0.14177,"Battersea Park Road, Nine Elms"
200176,51.470538,-0.163041,"Sheepcote Lane, Battersea"
200116,51.489591,-0.209378,"Vereker Road, West Kensington"
300002,51.494347,-0.215804,"Brook Green South, Brook Green"
200215,51.486062,-0.214428,"Greyhound Road, Hammersmith"
200180,51.467064,-0.193502,"South Park, Sands End"
300014,51.466633,-0.169821,"Falcon Road, Clapham Junction"
200179,51.472865,-0.148059,"Silverthorne Road, Battersea"
300025,51.498241,-0.117495,"Archbishop's Park, Waterloo"
200192,51.469161,-0.174485,"Fawcett Close, Battersea"
300026,51.519042,-0.204764,"All Saints' Road, Portobello"
200182,51.483732,-0.223852,"Rainville Road, Hammersmith"
200200,51.501732,-0.100292,"Great Suffolk Street, The Borough"
200178,51.498865,-0.137424,"Buckingham Gate, Westminster"
200181,51.500353,-0.217515,"Richmond Way, Shepherd's Bush"
200171,51.46904,-0.196274,"Peterborough Road, Sands End"
300009,51.481805,-0.180274,"World's End Place, West Chelsea"
300034,51.51687,-0.213872,"St. Mark's Road, North Kensington"
300030,51.480898,-0.183853,"Thorndike Close, West Chelsea"
300022,51.511486,-0.21819,"Evesham Street, Avondale"
200196,51.470847,-0.170703,"Simpson Street, Clapham Junction"
200223,51.482678,-0.117661,"Ashmole Estate, Oval"
200221,51.482944,-0.219346,"Crabtree Lane, Fulham"
200040,51.468418,-0.199135,"Broomhouse Lane, Parsons Green"
200220,51.49968,-0.221791,"Blythe Road West, Shepherd's Bush"
300005,51.477292,-0.164786,"Ethelburga Estate, Battersea Park"
200212,51.511934,-0.103078,"Blackfriars Station, St. Paul's"
300020,51.49087,-0.206029,"West Kensington Station, West Kensington"
300023,51.51632,-0.202608,"All Saints Church, Portobello"
200189,51.484984,-0.167919,"Phene Street, Chelsea"
200124,51.51323,-0.211593,"Clarendon Road, Avondale"
300013,51.474376,-0.155442,"Austin Road, Battersea Park"
200113,51.461083,-0.191722,"Smugglers Way, Wandsworth"
300004,51.492668,-0.07235,"Harris Academy, Bermondsey"
200209,51.501594,-0.222293,"Shepherd's Bush Road North, Shepherd's Bush"
300037,51.494223,-0.236769,"Ravenscourt Park Station, Hammersmith"
300036,51.476149,-0.123258,"Teversham Lane, Stockwell"
200169,51.467185,-0.152248,"Ashley Crescent, Battersea"
300052,51.475089,-0.201968,"Parsons Green Station, Parsons Green"
200206,51.502698,-0.116747,"Chicheley Street, South Bank"
300051,51.46517,-0.180389,"Hibbert Street, Battersea"
300035,51.535467,-0.116191,"Carnegie Street, King's Cross"
200126,51.463489,-0.182126,"Usk Road, Clapham Junction"
200207,51.47787,-0.126874,"Hartington Road, Stockwell"
200023,51.468669,-0.146544,"Heath Road, Battersea"
200170,51.462312,-0.211468,"Esmond Street, Putney"
200114,51.474535,-0.17021,"Orbel Street, Battersea"
200210,51.477684,-0.170329,"Westbridge Road, Battersea"
200043,51.473036,-0.214749,"Bishop's Avenue, Fulham"
200059,51.488108,-0.226606,"Crisp Road, Hammersmith"
200119,51.465064,-0.16375,"Dorothy Road, Clapham Junction"
200188,51.454752,-0.195197,"Neville Gill Close, Wandsworth"
200219,51.46067,-0.198735,"Osiers Road, Wandsworth"
200097,51.488144,-0.222456,"Beryl Road, Hammersmith"
200216,51.4954,-0.061698,"Clements Road, Bermondsey"
200204,51.460951,-0.200667,"Northfields, Wandsworth"
200106,51.459225,-0.180884,"Spanish Road, Clapham Junction"
200199,51.470475,-0.15213,"Stanley Grove, Battersea"
200184,51.479463,-0.195777,"Erin Close, Walham Green"
200112,51.542118,-0.028941,"Cadogan Close, Victoria Park"
300019,51.464786,-0.215618,"Felsham Road, Putney"
300033,51.460717,-0.216526,"Putney Rail Station, Putney"
300031,51.536384,-0.102757,"Islington Green, Angel"
300018,51.487285,-0.217995,"Charing Cross Hospital, Hammersmith"
200129,51.536392,-0.112721,"Charlotte Terrace, Angel"
200121,51.539083,-0.070329,"Shoreditch Court, Haggerston"
200057,51.536654,-0.07023,"Belford House, Haggerston"
200201,51.476964,-0.174347,"Battersea Church Road, Battersea"
200077,51.472876,-0.176267,"Vicarage Crescent, Battersea"
200213,51.528681,-0.06555,"Durant Street, Bethnal Green"
200094,51.514665,-0.104583,"St. Bride Street, Holborn"
200063,51.45682,-0.202802,"Mexfield Road, East Putney"
300042,51.459715,-0.212145,"Upper Richmond Road, Putney"
200193,51.502153,-0.083632,"Snowsfields, London Bridge"
200197,51.490217,-0.215087,"Barons Court Station, West Kensington"
200217,51.46161,-0.216145,"Disraeli Road, Putney"
200205,51.463211,-0.21555,"Montserrat Road , Putney"
300045,51.474392,-0.163347,"Albert Bridge Road, Battersea Park"
300028,51.483356,-0.216305,"Everington Street, Fulham"
300056,51.518541,-0.034903,"Mile End Stadium, Mile End"
200122,51.541007,-0.14326,"Hawley Crescent, Camden Town"
300055,51.473116,-0.137235,"Stewart's Road, Wandsworth Road"
300049,51.51563,-0.049067,"Aylward Street, Stepney"
300048,51.515427,-0.023565,"Stainsby Road , Poplar"
300024,51.536585,-0.075885,"Dunston Road , Haggerston"
300040,51.535716,-0.060291,"Ada Street, Hackney Central"
300011,51.536424,-0.054162,"Victoria Park Road, Hackney Central"
300038,51.487244,-0.205279,"Star Road, West Kensington"
300039,51.536039,-0.026262,"Wendon Street, Old Ford"
300041,51.524583,-0.058631,"Finnis Street, Bethnal Green"
300053,51.46822,-0.190346,"Stephendale Road, Sands End"
300046,51.457991,-0.184806,"Alma Road, Wandsworth"
300050,51.491327,-0.096518,"Walworth Square, Walworth"
300047,51.47505,-0.150908,"Alfreda Street, Battersea Park"
300054,51.475698,-0.205876,"Chesilton Road, Fulham"
300044,51.461999,-0.20624,"Putney Bridge Road, East Putney"
300043,51.478939,-0.208485,"St. Peter's Terrace, Fulham"
300082,51.492084,-0.229116,"Bridge Avenue, Hammersmith"
300095,51.477276,-0.18921,"Michael Road, Walham Green"
300083,51.506304,-0.087262,"Duke Street Hill, London Bridge"
300093,51.505426,-0.150817,"Park Lane, Mayfair"
300094,51.462305,-0.175407,"Plough Terrace, Clapham Junction"
200120,51.464894,-0.173029,"Grant Road East, Clapham Junction"
300088,51.50659,-0.216104,"Queensdale Road, Shepherd's Bush"
300086,51.479932,-0.194116,"Fulham Broadway, Walham Green"
300087,51.475142,-0.187278,"Imperial Road, Sands End"
300091,51.481765,-0.185273,"Hortensia Road, West Brompton"
300084,51.510928,-0.214594,"Sirdar Road, Avondale"
300085,51.512981,-0.219486,"Freston Road, Avondale"
300090,51.515108,-0.208565,"Blenheim Crescent, Ladbroke Grove"
300078,51.460792,-0.212607,"Oxford Road, Putney"
300077,51.467454,-0.172293,"Ingrave Street, Clapham Junction"
300075,51.478169,-0.182435,"Upcerne Road, West Chelsea"
300076,51.479573,-0.179038,"Lots Road, West Chelsea"
300089,51.487964,-0.161765,"Ormonde Gate, Chelsea"
300092,51.537277,-0.079201,"Hertford Road, De Beauvoir Town"
300081,51.539328,-0.074284,"Haggerston Road, Haggerston"
300080,51.471095,-0.15785,"Culvert Road, Battersea"
300074,51.516128,-0.120909,"Newton Street, Covent Garden"
300079,51.515117,-0.173712,"London Street, Paddington"
300006,51.452997,-0.148651,"Clapham South, Clapham South"
300067,51.5129,-0.214762,"Grenfell Road, Avondale"
300058,51.485121,-0.174971,"The Vale, Chelsea"
300073,51.475153,-0.159169,"Prince of Wales Drive, Battersea Park"
300069,51.487958,-0.187404,"Harcourt Terrace, West Brompton"
300057,51.51787,-0.201005,"Westbourne Park Road, Portobello"
300072,51.524561,-0.165668,"Broadley Terrace, Marylebone"
300071,51.524309,-0.201234,"Elgin Avenue, Maida Hill"
300068,51.483217,-0.21186,"Humbolt Road, Fulham"
200202,51.500703,-0.129698,"Storey's Gate, Westminster"
300027,51.520597,-0.032566,"Mile End Park Leisure Centre, Mile End"
200185,51.462392,-0.168292,"St. John's Road, Clapham Junction"
300064,51.467601,-0.206827,"Ranelagh Gardens, Fulham"
200079,51.457529,-0.192165,"Ram Street, Wandsworth"
200177,51.457059,-0.200806,"Santos Road, Wandsworth"
300065,51.461343,-0.159322,"Clapham Common North Side, Clapham Common"
300001,51.473611,-0.191803,"Sandilands Road, Walham Green"
300097,51.491026,-0.209121,"Gwendwr Road, West Kensington"
300007,51.509224,-0.216016,"Rifle Place, Avondale"
300015,51.472509,-0.122831,"Binfield Road, Stockwell"
300096,51.511891,-0.107349,"Tallis Street, Temple"
300098,51.470131,-0.20464,"Hurlingham Park, Parsons Green"
300101,51.496664,-0.223868,"Little Brook Green, Brook Green"
300099,51.517632,-0.129985,"Adeline Place, Bloomsbury"
200072,51.514449,-0.077178,"Houndsditch, Aldgate"
300070,51.474665,-0.183165,"Imperial Wharf Station, Sands End"
300210,51.483911,-0.197609,"Halford Road, West Kensington"
300213,51.540311,-0.02163,"Monier Road, Hackney Wick"
300200,51.546326,-0.009935,"East Village, Queen Elizabeth Olympic Park"
300233,51.541482,-0.010437,"Aquatic Centre, Queen Elizabeth Olympic Park"
300029,51.549369,-0.015717,"Lee Valley VeloPark, Queen Elizabeth Olympic Park"
300227,51.546805,-0.014691,"Timber Lodge, Queen Elizabeth Olympic Park"
300226,51.544909,-0.020542,"Copper Box Arena, Queen Elizabeth Olympic Park"
300021,51.538718,-0.011889,"Podium, Queen Elizabeth Olympic Park"
300234,51.541793,-0.00481,"Stratford Station, Stratford"
300214,51.505461,-0.10454,"Blackfriars Road, Southwark"
300205,51.528279,-0.119558,"Cromer Street, Bloomsbury"
300203,51.527068,-0.131861,"Euston Square Gardens, Euston"
300201,51.524,-0.126409,"Coram Street, Bloomsbury"
300211,51.5293,-0.128279,"Ossulston Street, Somers Town"
300212,51.530199,-0.122299,"Birkenhead Street, King's Cross"
300202,51.497698,-0.137598,"Kings Gate House, Westminster"
300248,51.481121,-0.149035,"Sopwith Way, Battersea Park"
300208,51.505224,-0.098031,"Lavington Street, Bankside"
300209,51.47659,-0.118256,"Albert Square, Stockwell"
300238,51.505409,-0.098341,"Southwark Street, Bankside"
300243,51.534667,-0.125078,"Good's Way, King's Cross"
300244,51.520509,-0.200804,"The Metropolitan, Portobello"
300236,51.5212,-0.208888,"Bevington Road West, North Kensington"
300207,51.464995,-0.130908,"Gauden Road, Clapham"
300240,51.516277,-0.118272,"Lincoln's Inn Fields, Holborn"
300237,51.506725,-0.098807,"Tate Modern, Bankside"
300228,51.505703,-0.027772,"Westferry Circus, Canary Wharf"
300217,51.548731,-0.022606,"Here East North, Queen Elizabeth Olympic Park"
300224,51.487807,-0.122759,"New Spring Gardens Walk, Vauxhall"
300245,51.471433,-0.12367,"Clapham Road, Lingham Street, Stockwell"
300231,51.500089,-0.116628,"Lambeth Palace Road, Waterloo"
300219,51.546532,-0.020597,"Here East South, Queen Elizabeth Olympic Park"
300249,51.501513,-0.123823,"Westminster Pier, Westminster"
300246,51.50621,-0.114842,"Belvedere Road 2, South Bank"
300239,51.492807,-0.091938,"Victory Place, Walworth"
300221,51.483507,-0.147714,"Battersea Power Station, Battersea Park"
300242,51.496863,-0.142943,"Allington Street, Victoria"
300247,51.479601,-0.111471,"Cranmer Road, Stockwell"
300225,51.473874,-0.11258,"Normandy Road, Stockwell"
300230,51.469217,-0.112686,"Wynne Road, Stockwell"
300229,51.469202,-0.119022,"Sidney Road, Stockwell"
300215,51.466232,-0.113179,"St John's Crescent, Brixton"
200240,51.464019,-0.115781,"Ferndale Road, Brixton"
300206,51.460232,-0.115375,"Saltoun Road, Brixton"
300216,51.477966,-0.147857,"Gas Holders, Battersea Park"
300220,51.516785,-0.104947,"Farringdon Street, Holborn"
300235,51.541596,-0.125441,"York Way, Kings Cross"
300222,51.518093,-0.091401,"Fore Street, Guildhall"
200144,51.508033,-0.106823,"Sea Containers, South Bank"
2679,51.498585,-0.068981,"George Row, Bermondsey"
2667,51.500845,-0.074704,"Tower Wharf, Bermondsey"
300250,51.510981,-0.108322,"Temple Gardens, Temple"
300252,51.498439,-0.04915,"Canada Water Station, Rotherhithe"
300253,51.497995,-0.063471,"Bermondsey Station, Bermondsey"
300063,51.48224,-0.094284,"Burgess Park Albany Road, Walworth"
300062,51.488067,-0.057774,"South Bermondsey Station, Bermondsey"
300061,51.495598,-0.078893,"Crimscott Street, Bermondsey"
300060,51.489102,-0.091548,"Brandon Street, Walworth"
300059,51.492221,-0.062513,"The Blue, Bermondsey"
200081,51.48357,-0.202038,"Coomer Place, West Kensington"
1100,51.512582,-0.115057,"Strand, Strand"
3429,51.498125,-0.132102,"Abbey Orchard Street, Westminster"
1020,51.524696,-0.084439,"Leonard Circus , Shoreditch"
300100,51.461923,-0.165297,"Limburg Road, Clapham Junction"
200083,51.532091,-0.061419,"Pritchard's Road, Bethnal Green"
1190,51.486343,-0.122492,"Kennington Lane Rail Bridge, Vauxhall"
1059,51.490435,-0.122806,"Albert Embankment, Vauxhall"
1219,51.500139,-0.113935,"Lower Marsh, Waterloo"
1127,51.533319,-0.111781,"Risinghill Street, Angel"
1111,51.537071,-0.13285,"St. Pancras Way, Camden Town"
300241,51.53724,-0.124807,"Handyside Street, King's Cross"
300204,51.461376,-0.147804,"Victoria Rise, Clapham Common"
1085,51.514577,-0.158264,"Old Quebec Street, Marylebone"
200191,51.45787,-0.174691,"Spencer Park, Wandsworth Common"
300032,51.495898,-0.173009,"Victoria & Albert Museum, South Kensington"
200136,51.514767,-0.225786,"BBC White City, White City"
200134,51.528302,-0.144465,"Albany Street, The Regent's Park"
200230,51.525501,-0.032267,"Maplin Street, Mile End"
200025,51.54119,-0.058826,"London Fields, Hackney Central"
200141,51.509158,-0.224103,"Westfield Ariel Way, White City"
200145,51.537349,-0.147154,"Gloucester Avenue, Camden Town"
1188,51.536922,-0.150181,"London Zoo Car Park, The Regent's Park"
1068,51.521113,-0.078869,"Norton Folgate, Liverpool Street"
300066,51.505031,-0.123,"Horse Guards Avenue, Westminster"
200123,51.516196,-0.029137,"Burdett Road, Mile End"
